playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
saupowa01,2016,1,DET,AL,P,6,0,29,0,2,0,0,,,,,
scahiro01,2016,1,PIT,NL,P,15,0,49,1,3,0,1,,,,,
scahiro01,2016,2,MIL,NL,P,16,0,55,2,4,0,0,,,,,
schaflo01,2016,1,MIN,AL,OF,22,19,502,38,2,0,0,,,,,
schebsc01,2016,1,CIN,NL,OF,67,65,1664,136,5,3,0,,,,,
schepta01,2016,1,TEX,AL,P,10,0,26,0,1,1,0,,,,,
scherma01,2016,1,WAS,NL,P,34,34,685,12,19,1,1,,,,,
schimry01,2016,1,SDN,NL,2B,68,66,1742,106,193,6,50,,,,,
schimry01,2016,1,SDN,NL,3B,14,12,326,6,28,0,2,,,,,
schimry01,2016,1,SDN,NL,OF,1,1,24,2,0,0,0,,,,,
schoojo01,2016,1,BAL,AL,2B,162,162,4287,277,447,8,123,,,,,
schugaj01,2016,1,PIT,NL,P,36,0,156,1,8,0,0,,,,,
schulbo02,2016,1,TOR,AL,P,16,0,49,3,2,0,0,,,,,
schuspa01,2016,1,OAK,AL,P,5,0,20,0,1,0,0,,,,,
schuspa01,2016,2,PHI,NL,P,6,0,6,1,0,0,0,,,,,
schwaky01,2016,1,CHN,NL,OF,2,2,23,1,0,0,0,,,,,
scottro02,2016,1,BOS,AL,P,7,0,18,0,0,0,0,,,,,
scribev01,2016,1,SEA,AL,P,12,0,42,0,0,0,0,,,,,
scrugxa01,2016,1,MIA,NL,1B,19,17,383,129,8,0,13,,,,,
scrugxa01,2016,1,MIA,NL,OF,2,1,33,2,0,0,0,,,,,
seageco01,2016,1,LAN,NL,SS,155,149,4035,195,356,18,67,,,,,
seageky01,2016,1,SEA,AL,3B,156,156,4199,110,373,22,46,,,,,
segedro01,2016,1,LAN,NL,1B,9,3,93,27,1,1,3,,,,,
segedro01,2016,1,LAN,NL,3B,6,5,125,4,8,0,0,,,,,
segedro01,2016,1,LAN,NL,OF,13,9,202,19,0,0,0,,,,,
segurje01,2016,1,ARI,NL,2B,142,133,3516,219,382,9,80,,,,,
segurje01,2016,1,ARI,NL,SS,23,17,433,22,46,1,12,,,,,
selskst01,2016,1,CIN,NL,OF,15,9,279,29,1,0,0,,,,,
semiema01,2016,1,OAK,AL,SS,159,158,4156,235,477,21,109,,,,,
severlu01,2016,1,NYA,AL,P,22,11,213,4,13,2,1,,,,,
severpe01,2016,1,WAS,NL,C,15,8,257,84,7,1,0,1,,4,3,
shaffri01,2016,1,TBA,AL,1B,11,8,231,64,7,1,6,,,,,
shaffri01,2016,1,TBA,AL,3B,4,1,44,4,0,0,0,,,,,
shaffri01,2016,1,TBA,AL,OF,2,1,21,1,0,0,0,,,,,
shawbr01,2016,1,CLE,AL,P,75,0,200,6,6,0,1,,,,,
shawtr01,2016,1,BOS,AL,1B,50,28,869,251,19,0,27,,,,,
shawtr01,2016,1,BOS,AL,3B,105,99,2554,76,197,16,20,,,,,
shawtr01,2016,1,BOS,AL,OF,1,0,9,1,0,0,0,,,,,
shielja02,2016,1,SDN,NL,P,11,11,202,2,6,0,0,,,,,
shielja02,2016,2,CHA,AL,P,22,22,343,6,12,4,0,,,,,
shiplbr01,2016,1,ARI,NL,P,13,11,210,6,7,0,1,,,,,
shoemma01,2016,1,LAA,AL,P,27,27,480,9,23,2,4,,,,,
shrevch01,2016,1,NYA,AL,P,37,0,99,2,7,0,0,,,,,
shuckja01,2016,1,CHA,AL,OF,65,56,1562,129,4,2,0,,,,,
shuckja01,2016,1,CHA,AL,P,1,0,3,0,0,0,0,,,,,
siegrke01,2016,1,SLN,NL,P,67,0,185,0,6,1,0,,,,,
simmoan01,2016,1,LAA,AL,SS,124,123,3135,198,337,10,82,,,,,
simmosh01,2016,1,ATL,NL,P,7,0,20,1,1,0,0,,,,,
simonal01,2016,1,CIN,NL,P,15,11,176,4,5,0,0,,,,,
sippto01,2016,1,HOU,AL,P,60,0,131,2,7,1,0,,,,,
skaggty01,2016,1,LAA,AL,P,10,10,149,0,7,0,1,,,,,
smithbl01,2016,1,CHA,AL,P,5,0,13,1,0,0,0,,,,,
smithca02,2016,1,BOS,AL,P,3,0,8,0,0,0,0,,,,,
smithch07,2016,1,OAK,AL,P,13,0,74,2,2,0,0,,,,,
smithja06,2016,1,SDN,NL,P,4,0,12,0,0,0,0,,,,,
smithjo05,2016,1,LAA,AL,P,38,0,113,1,7,0,0,,,,,
smithjo05,2016,2,CHN,NL,P,16,0,43,0,3,0,0,,,,,
smithjo07,2016,1,CIN,NL,P,32,2,179,2,1,0,0,,,,,
smithke04,2016,1,CHA,AL,C,6,3,84,12,1,0,1,0,,2,1,
smithma05,2016,1,ATL,NL,OF,56,50,1353,122,5,1,0,,,,,
smithse01,2016,1,SEA,AL,OF,109,91,2190,155,7,1,1,,,,,
smithwi04,2016,1,MIL,NL,P,27,0,66,0,2,1,0,,,,,
smithwi04,2016,2,SFN,NL,P,26,0,55,0,2,0,0,,,,,
smoakju01,2016,1,TOR,AL,1B,111,79,2213,753,38,3,69,,,,,
smokejo01,2016,1,NYN,NL,P,20,0,46,0,1,0,1,,,,,
smolija01,2016,1,OAK,AL,OF,93,77,2142,181,3,1,1,,,,,
smylydr01,2016,1,TBA,AL,P,30,30,526,6,20,1,1,,,,,
snellbl01,2016,1,TBA,AL,P,19,19,267,1,18,0,0,,,,,
snydebr03,2016,1,ATL,NL,1B,1,0,12,1,2,0,0,,,,,
snydebr03,2016,1,ATL,NL,3B,2,2,48,5,2,1,0,,,,,
snydebr03,2016,1,ATL,NL,OF,1,1,27,0,0,0,0,,,,,
socolmi01,2016,1,SLN,NL,P,15,0,54,2,3,0,0,,,,,
solando01,2016,1,NYA,AL,2B,6,5,123,12,13,0,3,,,,,
solando01,2016,1,NYA,AL,3B,2,1,39,0,0,1,0,,,,,
solarya01,2016,1,SDN,NL,1B,2,2,54,23,1,0,5,,,,,
solarya01,2016,1,SDN,NL,2B,15,12,291,20,34,2,8,,,,,
solarya01,2016,1,SDN,NL,3B,95,90,2319,59,190,9,19,,,,,
solerjo01,2016,1,CHN,NL,OF,60,56,1236,69,1,1,0,,,,,
solissa01,2016,1,WAS,NL,P,37,0,123,0,3,0,0,,,,,
somsela01,2016,1,CIN,NL,P,2,0,7,0,1,0,0,,,,,
soriajo01,2016,1,KCA,AL,P,70,0,200,5,15,0,0,,,,,
sotoge01,2016,1,LAA,AL,1B,1,0,9,2,1,1,0,,,,,
sotoge01,2016,1,LAA,AL,3B,1,0,3,0,1,0,0,,,,,
sotoge01,2016,1,LAA,AL,C,23,22,567,145,6,1,0,1,,25,6,
souzast01,2016,1,TBA,AL,OF,113,110,2888,232,8,4,1,,,,,
spande01,2016,1,SFN,NL,OF,137,132,3574,286,3,1,1,,,,,
spangco01,2016,1,SDN,NL,2B,13,13,324,22,35,5,12,,,,,
springe01,2016,1,HOU,AL,OF,148,149,3948,308,12,2,2,,,,,
stallja01,2016,1,PIT,NL,C,4,3,84,28,0,0,0,0,,0,0,
stantmi03,2016,1,MIA,NL,OF,106,106,2758,215,5,4,0,,,,,
stassma01,2016,1,HOU,AL,C,8,2,93,22,0,0,0,1,,3,0,
stephro01,2016,1,CIN,NL,P,8,8,111,1,2,0,0,,,,,
stewabr01,2016,1,LAN,NL,P,7,5,84,0,3,0,0,,,,,
stewach01,2016,1,PIT,NL,1B,1,0,3,0,1,0,0,,,,,
stewach01,2016,1,PIT,NL,C,31,26,737,193,10,2,1,4,,11,4,
storedr01,2016,1,TOR,AL,P,38,0,100,2,3,0,0,,,,,
storedr01,2016,2,SEA,AL,P,19,0,55,0,1,0,0,,,,,
storytr01,2016,1,COL,NL,SS,96,94,2469,139,293,10,64,,,,,
strahma01,2016,1,KCA,AL,P,21,0,66,1,0,0,0,,,,,
straida01,2016,1,CIN,NL,P,34,31,574,5,12,0,0,,,,,
strasst01,2016,1,WAS,NL,P,24,24,443,8,9,1,1,,,,,
stratch01,2016,1,SFN,NL,P,7,0,30,1,0,0,0,,,,,
streehu01,2016,1,LAA,AL,P,26,0,67,2,3,0,0,,,,,
strichu01,2016,1,SFN,NL,P,72,0,183,5,11,0,1,,,,,
stripro01,2016,1,LAN,NL,P,22,14,300,9,26,0,3,,,,,
stromma01,2016,1,TOR,AL,P,32,32,612,12,29,4,2,,,,,
stroppe01,2016,1,CHN,NL,OF,1,0,3,0,0,0,0,,,,,
stroppe01,2016,1,CHN,NL,P,54,0,142,5,5,1,0,,,,,
stubbdr01,2016,1,ATL,NL,OF,13,8,273,20,0,0,0,,,,,
stubbdr01,2016,2,TEX,AL,OF,18,6,207,14,0,0,0,,,,,
stubbdr01,2016,3,BAL,AL,OF,18,6,222,11,0,1,0,,,,,
stumpda01,2016,1,PHI,NL,P,7,0,15,0,2,0,0,,,,,
sturdty01,2016,1,TBA,AL,P,16,0,55,2,2,0,2,,,,,
suareal01,2016,1,SFN,NL,P,22,12,252,8,15,1,3,,,,,
suareeu01,2016,1,CIN,NL,3B,151,149,3926,103,271,23,27,,,,,
suareeu01,2016,1,CIN,NL,SS,2,1,30,3,3,0,1,,,,,
sucreje01,2016,1,SEA,AL,C,9,8,204,59,2,0,0,1,,6,0,
surkaer01,2016,1,OAK,AL,P,9,9,116,3,2,1,0,,,,,
susacan01,2016,1,MIL,NL,C,6,4,114,28,3,1,1,0,,1,2,
suterbr01,2016,1,MIL,NL,P,14,2,65,1,5,1,0,,,,,
suzukic01,2016,1,MIA,NL,OF,78,59,1726,125,6,1,1,,,,,
suzukku01,2016,1,MIN,AL,C,99,92,2391,679,28,5,2,1,,52,12,
swansda01,2016,1,ATL,NL,SS,37,36,939,44,79,6,17,,,,,
swarzan01,2016,1,NYA,AL,P,26,0,93,2,2,0,0,,,,,
swihabl01,2016,1,BOS,AL,C,6,6,156,59,3,0,0,3,,3,1,
swihabl01,2016,1,BOS,AL,OF,13,13,341,30,1,0,0,,,,,
syndeno01,2016,1,NYN,NL,P,31,30,551,11,21,4,0,,,,,
szczuma01,2016,1,CHN,NL,OF,70,29,1060,83,0,0,0,,,,,
taillja01,2016,1,PIT,NL,P,18,18,312,5,14,2,1,,,,,
tanakma01,2016,1,NYA,AL,P,31,31,599,11,30,1,1,,,,,
tapiara01,2016,1,COL,NL,OF,11,6,189,14,0,0,0,,,,,
tayloch03,2016,1,SEA,AL,SS,1,1,27,1,1,2,0,,,,,
tayloch03,2016,2,LAN,NL,2B,7,5,118,9,12,1,3,,,,,
tayloch03,2016,2,LAN,NL,3B,10,2,84,2,5,0,0,,,,,
tayloch03,2016,2,LAN,NL,SS,5,4,111,8,9,0,0,,,,,
taylomi02,2016,1,WAS,NL,OF,69,48,1376,125,5,1,0,,,,,
tazawju01,2016,1,BOS,AL,P,53,0,149,3,3,1,1,,,,,
teherju01,2016,1,ATL,NL,P,30,30,564,11,28,1,2,,,,,
teixema01,2016,1,NYA,AL,1B,110,100,2618,867,39,3,65,,,,,
tejadru01,2016,1,SLN,NL,2B,3,0,14,1,1,0,1,,,,,
tejadru01,2016,1,SLN,NL,3B,10,4,141,1,12,2,1,,,,,
tejadru01,2016,1,SLN,NL,P,1,0,3,0,0,0,0,,,,,
tejadru01,2016,1,SLN,NL,SS,7,4,112,1,14,2,2,,,,,
tejadru01,2016,2,SFN,NL,2B,1,0,12,1,1,0,1,,,,,
tejadru01,2016,2,SFN,NL,3B,13,9,243,6,21,2,3,,,,,
telisto01,2016,1,MIA,NL,C,3,1,36,8,2,0,0,0,,2,0,
teperry01,2016,1,TOR,AL,P,20,0,55,2,2,0,0,,,,,
tepesni01,2016,1,LAN,NL,P,1,1,12,0,0,0,0,,,,,
tholejo01,2016,1,TOR,AL,C,50,38,1029,292,18,1,1,17,,18,6,
thompja03,2016,1,PHI,NL,P,10,10,161,4,6,0,2,,,,,
thomptr01,2016,1,LAN,NL,OF,71,61,1668,96,2,2,0,,,,,
thornma01,2016,1,SDN,NL,P,18,0,51,1,0,0,0,,,,,
thornty01,2016,1,MIL,NL,P,67,0,201,2,4,0,0,,,,,
tillmch01,2016,1,BAL,AL,P,30,30,516,5,13,2,1,,,,,
tilsoch01,2016,1,CHA,AL,OF,1,1,13,1,0,0,0,,,,,
tolesan01,2016,1,LAN,NL,OF,32,23,614,55,3,2,0,,,,,
tollesh01,2016,1,TEX,AL,P,37,0,109,5,7,0,0,,,,,
tollias01,2016,1,BAL,AL,P,5,0,14,0,0,1,0,,,,,
tomasya01,2016,1,ARI,NL,1B,1,0,6,2,0,0,0,,,,,
tomasya01,2016,1,ARI,NL,OF,137,131,3491,192,7,7,2,,,,,
tomlijo01,2016,1,CLE,AL,P,30,29,522,16,22,3,1,,,,,
tomlike01,2016,1,SFN,NL,2B,19,17,424,21,43,1,9,,,,,
tomlike01,2016,1,SFN,NL,3B,3,1,39,1,3,0,0,,,,,
tomlike01,2016,1,SFN,NL,OF,3,2,60,5,1,0,0,,,,,
tomlike01,2016,1,SFN,NL,SS,7,4,120,2,9,2,2,,,,,
tonkimi01,2016,1,MIN,AL,P,65,0,215,0,7,0,2,,,,,
torreca01,2016,1,MIL,NL,P,72,0,247,7,11,0,0,,,,,
torrejo02,2016,1,SDN,NL,P,4,0,9,0,0,0,0,,,,,
torrero01,2016,1,NYA,AL,2B,14,9,238,14,15,0,9,,,,,
torrero01,2016,1,NYA,AL,3B,34,27,735,12,76,2,9,,,,,
torrero01,2016,1,NYA,AL,OF,2,0,12,1,0,0,0,,,,,
torrero01,2016,1,NYA,AL,SS,15,11,297,12,22,1,1,,,,,
travide01,2016,1,TOR,AL,2B,99,96,2578,150,276,11,59,,,,,
treinbl01,2016,1,WAS,NL,P,73,0,201,2,13,1,1,,,,,
triggan01,2016,1,OAK,AL,P,24,6,169,0,5,0,0,,,,,
tropeni01,2016,1,LAA,AL,P,13,13,205,0,11,1,0,,,,,
troutmi01,2016,1,LAA,AL,OF,148,146,3781,360,7,4,1,,,,,
trumbma01,2016,1,BAL,AL,1B,6,4,111,30,2,0,4,,,,,
trumbma01,2016,1,BAL,AL,OF,96,96,2373,166,10,6,1,,,,,
tsaoch01,2016,1,LAN,NL,P,2,0,5,0,0,0,0,,,,,
tuckepr01,2016,1,HOU,AL,OF,21,14,432,23,0,1,0,,,,,
tuivasa01,2016,1,SLN,NL,P,12,0,27,0,0,0,0,,,,,
tulowtr01,2016,1,TOR,AL,SS,128,128,3386,158,366,9,72,,,,,
turneja01,2016,1,CHA,AL,P,18,2,74,2,1,0,0,,,,,
turneju01,2016,1,LAN,NL,1B,1,0,3,1,0,0,0,,,,,
turneju01,2016,1,LAN,NL,3B,144,138,3674,67,240,9,15,,,,,
turnetr01,2016,1,WAS,NL,2B,30,25,702,52,71,1,19,,,,,
turnetr01,2016,1,WAS,NL,OF,45,44,1163,99,1,2,0,,,,,
turnetr01,2016,1,WAS,NL,SS,2,0,18,3,5,0,2,,,,,
ueharko01,2016,1,BOS,AL,P,50,0,141,1,4,1,0,,,,,
uptonbj01,2016,1,SDN,NL,OF,90,88,2329,165,8,2,2,,,,,
uptonbj01,2016,2,TOR,AL,OF,55,41,1121,75,1,1,0,,,,,
uptonju01,2016,1,DET,AL,OF,150,148,3897,267,4,4,0,,,,,
urenajo01,2016,1,MIA,NL,P,28,12,251,3,13,1,1,,,,,
uriasju01,2016,1,LAN,NL,P,18,15,231,1,16,1,0,,,,,
uribeju01,2016,1,CLE,AL,3B,68,68,1655,43,128,7,12,,,,,
utleych01,2016,1,LAN,NL,2B,134,118,3193,195,266,5,49,,,,,
utleych01,2016,1,LAN,NL,3B,1,0,6,0,0,0,0,,,,,
valaipa01,2016,1,COL,NL,2B,5,2,60,3,5,0,0,,,,,
valaipa01,2016,1,COL,NL,3B,6,0,36,1,1,1,0,,,,,
valaipa01,2016,1,COL,NL,SS,2,0,20,1,1,0,0,,,,,
valbulu01,2016,1,HOU,AL,1B,8,7,180,61,6,0,4,,,,,
valbulu01,2016,1,HOU,AL,2B,1,0,6,0,0,0,0,,,,,
valbulu01,2016,1,HOU,AL,3B,81,77,2049,54,143,6,17,,,,,
valdejo03,2016,1,LAA,AL,P,25,0,70,2,3,0,0,,,,,
valenda01,2016,1,OAK,AL,1B,18,15,393,134,9,1,8,,,,,
valenda01,2016,1,OAK,AL,3B,68,67,1748,41,122,13,9,,,,,
valenda01,2016,1,OAK,AL,OF,38,37,919,67,6,0,1,,,,,
vanslsc01,2016,1,LAN,NL,1B,7,4,108,40,4,1,2,,,,,
vanslsc01,2016,1,LAN,NL,OF,29,18,514,36,0,1,0,,,,,
vargace01,2016,1,SDN,NL,P,7,7,102,4,11,0,0,,,,,
vargaja01,2016,1,KCA,AL,P,3,3,36,1,1,0,0,,,,,
vargake01,2016,1,MIN,AL,1B,32,28,752,240,14,1,27,,,,,
vazquch01,2016,1,BOS,AL,C,56,49,1316,423,25,2,3,9,,15,8,
velasvi01,2016,1,PHI,NL,P,24,24,393,3,14,2,0,,,,,
venabwi01,2016,1,LAN,NL,OF,5,3,84,6,0,0,0,,,,,
vendipa01,2016,1,TOR,AL,P,8,0,26,0,0,0,0,,,,,
vendipa01,2016,2,SEA,AL,P,7,0,40,0,3,0,1,,,,,
ventuyo01,2016,1,KCA,AL,P,32,32,558,6,27,5,1,,,,,
verhadr01,2016,1,DET,AL,P,19,0,57,0,4,0,0,,,,,
verlaju01,2016,1,DET,AL,P,34,34,683,7,29,1,2,,,,,
verrelo01,2016,1,NYN,NL,P,35,12,275,6,12,1,2,,,,,
villaca01,2016,1,SDN,NL,P,51,0,222,3,7,0,0,,,,,
villajo01,2016,1,MIL,NL,2B,11,8,207,16,22,0,5,,,,,
villajo01,2016,1,MIL,NL,3B,42,40,1040,30,59,12,3,,,,,
villajo01,2016,1,MIL,NL,SS,108,104,2747,152,321,17,67,,,,,
vinceni01,2016,1,SEA,AL,P,60,0,181,3,3,0,1,,,,,
vizcaar01,2016,1,ATL,NL,P,43,0,116,3,3,1,0,,,,,
vogelda01,2016,1,SEA,AL,1B,4,3,75,20,1,0,3,,,,,
vogelry01,2016,1,PIT,NL,P,24,14,247,8,4,3,1,,,,,
vogtst01,2016,1,OAK,AL,1B,1,0,6,1,0,0,0,,,,,
vogtst01,2016,1,OAK,AL,C,113,103,2764,766,45,7,5,5,,51,20,
volqued01,2016,1,KCA,AL,P,34,34,568,13,25,1,0,,,,,
vottojo01,2016,1,CIN,NL,1B,154,154,4026,1168,107,8,124,,,,,
wachami01,2016,1,SLN,NL,P,27,24,414,21,22,1,2,,,,,
wagnety01,2016,1,ARI,NL,P,3,0,30,1,2,0,0,,,,,
wainwad01,2016,1,SLN,NL,P,33,33,596,19,22,0,1,,,,,
waldrky02,2016,1,CIN,NL,OF,4,2,52,4,0,0,0,,,,,
walkene01,2016,1,NYN,NL,2B,111,110,2885,181,297,7,65,,,,,
walketa01,2016,1,SEA,AL,P,25,25,403,6,14,1,0,,,,,
wallabr01,2016,1,SDN,NL,1B,20,13,363,127,7,1,11,,,,,
wallabr01,2016,1,SDN,NL,3B,42,33,799,18,36,5,4,,,,,
walshco02,2016,1,MIL,NL,2B,1,0,3,1,0,0,0,,,,,
walshco02,2016,1,MIL,NL,3B,11,9,193,6,17,1,2,,,,,
walshco02,2016,1,MIL,NL,OF,2,0,7,0,0,0,0,,,,,
walteza01,2016,1,LAN,NL,1B,1,0,3,1,0,0,0,,,,,
walteza01,2016,1,LAN,NL,OF,1,1,24,1,0,0,0,,,,,
wangch01,2016,1,KCA,AL,P,38,0,160,1,3,1,0,,,,,
warread01,2016,1,CHN,NL,P,29,1,105,2,4,1,0,,,,,
warread01,2016,2,NYA,AL,P,29,0,91,3,4,0,1,,,,,
watsoto01,2016,1,PIT,NL,P,70,0,203,5,6,1,0,,,,,
weaveje02,2016,1,LAA,AL,P,31,31,534,6,7,1,1,,,,,
weavelu01,2016,1,SLN,NL,P,9,8,109,3,7,1,1,,,,,
webbda01,2016,1,CHA,AL,P,1,0,3,0,0,0,0,,,,,
webbry01,2016,1,TBA,AL,P,18,0,52,1,5,0,1,,,,,
weberry01,2016,1,ATL,NL,P,16,2,109,3,4,0,0,,,,,
weeksje01,2016,1,SDN,NL,2B,17,17,415,36,48,1,10,,,,,
weeksje01,2016,1,SDN,NL,3B,1,0,3,0,0,0,0,,,,,
weeksri01,2016,1,ARI,NL,OF,38,26,647,36,2,3,0,,,,,
wendejb01,2016,1,OAK,AL,P,8,0,38,0,0,0,0,,,,,
wendljo01,2016,1,OAK,AL,2B,28,24,632,45,71,2,20,,,,,
werthja01,2016,1,WAS,NL,OF,133,133,3474,201,5,1,1,,,,,
whalero01,2016,1,ATL,NL,P,5,5,74,2,5,1,1,,,,,
whitety01,2016,1,HOU,AL,1B,58,50,1357,410,25,4,32,,,,,
whitety01,2016,1,HOU,AL,2B,2,1,33,1,1,0,0,,,,,
whitety01,2016,1,HOU,AL,3B,3,0,14,0,0,0,0,,,,,
whitety01,2016,1,HOU,AL,P,1,0,3,0,0,0,0,,,,,
whitlch01,2016,1,TBA,AL,P,5,1,43,1,2,0,0,,,,,
wielajo01,2016,1,SEA,AL,P,1,1,15,0,0,0,0,,,,,
wietema01,2016,1,BAL,AL,C,117,111,2941,871,50,11,6,1,,43,23,
wilheto01,2016,1,TEX,AL,P,21,0,64,2,2,0,0,,,,,
wilheto01,2016,2,SEA,AL,P,29,0,75,0,1,0,0,,,,,
wilkian01,2016,1,MIL,NL,1B,3,1,31,11,0,1,1,,,,,
wilkian01,2016,1,MIL,NL,OF,1,0,6,0,0,0,0,,,,,
willije02,2016,1,SLN,NL,P,11,0,52,4,1,0,1,,,,,
willima07,2016,1,NYA,AL,OF,11,7,210,18,0,0,0,,,,,
willima08,2016,1,SFN,NL,OF,36,28,725,62,1,2,0,,,,,
willitr01,2016,1,PIT,NL,P,7,1,38,2,0,0,0,,,,,
wilsoal01,2016,1,DET,AL,P,62,0,219,4,7,0,0,,,,,
wilsobo02,2016,1,DET,AL,C,5,4,108,35,0,0,0,0,,1,0,
wilsobo02,2016,2,TEX,AL,C,42,39,1032,289,11,2,4,2,,26,6,
wilsobo02,2016,3,TBA,AL,C,28,28,720,230,9,2,1,3,,13,2,
wilsoju10,2016,1,DET,AL,P,66,0,176,1,4,0,0,,,,,
wilsoty01,2016,1,BAL,AL,P,24,13,282,5,10,3,1,,,,,
wimmeal01,2016,1,MIN,AL,P,16,0,52,3,1,1,0,,,,,
winklda01,2016,1,ATL,NL,P,3,0,7,0,0,0,0,,,,,
wislema01,2016,1,ATL,NL,P,27,26,470,7,18,0,0,,,,,
withrch01,2016,1,ATL,NL,P,46,0,113,2,7,1,1,,,,,
wittgni01,2016,1,MIA,NL,P,48,0,155,3,6,0,0,,,,,
wolteto01,2016,1,COL,NL,2B,7,0,28,0,8,0,0,,,,,
wolteto01,2016,1,COL,NL,C,59,58,1504,451,29,6,0,3,,27,12,
wolteto01,2016,1,COL,NL,SS,3,0,18,0,2,1,1,,,,,
wongko01,2016,1,SLN,NL,2B,88,70,1906,132,256,8,67,,,,,
wongko01,2016,1,SLN,NL,OF,16,11,318,26,0,0,0,,,,,
woodal02,2016,1,LAN,NL,P,14,10,181,1,7,0,0,,,,,
woodbl01,2016,1,CIN,NL,P,70,0,230,1,6,0,1,,,,,
woodtr01,2016,1,CHN,NL,OF,3,0,15,1,0,0,0,,,,,
woodtr01,2016,1,CHN,NL,P,77,0,183,4,11,0,1,,,,,
worleva01,2016,1,BAL,AL,P,35,4,260,4,8,0,1,,,,,
worthda01,2016,1,HOU,AL,2B,6,4,117,5,13,0,4,,,,,
worthda01,2016,1,HOU,AL,3B,5,3,117,4,7,1,0,,,,,
worthda01,2016,1,HOU,AL,SS,2,0,9,0,3,0,1,,,,,
wrighda03,2016,1,NYN,NL,3B,36,36,952,23,58,4,5,,,,,
wrighda04,2016,1,CIN,NL,P,4,2,39,2,0,0,0,,,,,
wrighda04,2016,2,LAA,AL,P,5,5,80,2,5,0,1,,,,,
wrighmi01,2016,1,BAL,AL,P,18,12,224,1,5,1,1,,,,,
wrighst01,2016,1,BOS,AL,P,24,24,470,8,28,3,5,,,,,
yateski01,2016,1,NYA,AL,P,41,0,124,2,4,1,0,,,,,
yelicch01,2016,1,MIA,NL,OF,149,149,3957,260,6,6,1,,,,,
ynoaga01,2016,1,NYN,NL,P,10,3,55,3,1,0,0,,,,,
ynoami01,2016,1,CHA,AL,P,23,0,90,1,6,1,0,,,,,
ynoara01,2016,1,COL,NL,OF,2,0,24,1,0,1,0,,,,,
youngch03,2016,1,KCA,AL,P,34,13,266,1,9,1,0,,,,,
youngch04,2016,1,BOS,AL,OF,69,53,1473,103,0,0,0,,,,,
younger03,2016,1,NYA,AL,OF,2,0,15,3,0,0,0,,,,,
youngma03,2016,1,ATL,NL,P,8,0,21,0,2,0,0,,,,,
zastrro01,2016,1,CHN,NL,P,8,1,48,1,2,0,0,,,,,
zieglbr01,2016,1,ARI,NL,P,36,0,115,1,8,1,0,,,,,
zieglbr01,2016,2,BOS,AL,P,33,0,89,1,3,0,0,,,,,
zimmejo02,2016,1,DET,AL,P,19,18,316,2,17,2,0,,,,,
zimmery01,2016,1,WAS,NL,1B,114,108,2907,852,44,4,88,,,,,
zobribe01,2016,1,CHN,NL,1B,1,0,1,1,0,0,0,,,,,
zobribe01,2016,1,CHN,NL,2B,119,113,2929,177,250,7,52,,,,,
zobribe01,2016,1,CHN,NL,OF,46,29,859,43,1,0,0,,,,,
zobribe01,2016,1,CHN,NL,SS,1,0,6,0,0,0,0,,,,,
zuninmi01,2016,1,SEA,AL,C,52,48,1331,400,15,0,0,3,,19,7,
zychto01,2016,1,SEA,AL,P,12,0,41,0,0,1,0,,,,,